eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,location,summary,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,new_target,natlty1_txt,gname,,motive,claimmode_txt,weaptype1_txt,weapsubtype1_txt,,weapdetail,nkill,nwound,nkillter,nwoundte,property,propextent,propextent_txt,propvalue,propcomment
2.01E+11,2011,6,16,0,Hiiraan,Mahas district,4.39339,46.08817,,"06/16/2011: On Thursday afternoon, in the town center of the Mahas district of Hiiraan, Somalia, unidentified militants stoned a man to death. He was identified as Sharma’arke Abdullahi Mohamoud, and had been accused of rape and sentenced to death by an Islamic court. No group claimed responsibility, although al-Shabaab was suspected.",0,1,0,Unarmed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,,A civilian was targeted in the attack.,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was the accusation of rape against the victim.,,Melee,Blunt Object,Blunt Object,Stones were used in the attack.,1,0,0,0,0,,,,
2.01E+11,2011,6,6,1,Shabeellaha Hoose,Afgoye,2.14383,45.118061,,"06/06/2011: On Monday, in Afgoye, Shabeellaha Hoose, Somalia, suspected al-Shabaab militants abducted 15 women by unknown means that were taking part in a wedding and accused with shouting and loud voices during the wedding. No casualties were reported during the hostage taking and the status of the hostages is unknown. No group claimed responsibility, although al-Shabaab was suspected.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Fifteen female civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack is unknown.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,6,8,0,Mudug,Galkayo,6.774396,47.429031,,"06/08/2011: On Wednesday, in Galkayo, Mudug, Somalia, five people were killed and 10 others were injured when unidentified militants fired on Somali civilians at a bar with unknown firearms. No group claimed responsibility for the attack.",0,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Unknown,,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,5,10,0,0,0,,,,
2.01E+11,2011,6,18,1,Shabeellaha Hoose,Wanlaweyn district,2.617941,44.892755,,"06/18/2011: On Saturday, in the district of Wanlawayn in Jubbada Hoose, Somalia, unidentified militants took hostage nine people by unknown means that had been accused of using drugs; no casualties were reported and the status of the hostages is unknown. No group claimed responsibility, but the militant group al-Shabaab was suspected.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was the accusation against the victims of using drugs.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,6,25,1,Jubbada Hoose,Kismayo,-0.357847,42.54665,The incident occurred in the Qandal area of Kismayo.,"06/25/2011: On Saturday morning, in the Qandal area of Kismayo, Jubbada Hoose, Somalia, suspected al-Shabaab fighters began search operations and took hostage five civilians on suspicion of spying by unknown means. Many of the apprehended civilians were teenagers. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, although al-Shabaab was suspected.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was the accusation against the victims of spying.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,6,27,1,Shabeellaha Hoose,Awdegle,1.978939,44.832062,,"06/27/2011: On Monday, in Awdegle, Shabeellaha Dhexe, Somalia, eight farmers were taken hostage by suspected al-Shabaab fighters by unknown means. Reports suggested that the arrested individuals were accused of refusing to meet al-Shabaab money demands. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, although al-Shabaab is suspected.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Farmer,,Farmers,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was based on the victim's refusal to pay money to al-Shabaab.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,6,27,1,Jubbada Hoose,Kismayo,-0.357847,42.54665,,"06/27/2011: On Monday, in Kismayo, Jubbada Hoose, Somalia, suspected al-Shabaab militants took hostage at least 10 people by unknown means on suspicion of passing secrets of al-Shabaab leaders. Al-Shabaab official, Moallim Harun, stated that investigations are underway and that security would be cracking down in the neighborhoods in Kismayo. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, although al-Shabaab is suspected.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was based on the victims allegedly passing secrets of al-Shabaab leaders.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,6,28,1,Gedo,Bardera,2.349308,42.280334,,"06/28/2011: On Tuesday, in Baardheere, Gedo, Somalia, suspected al-Shabaab fighters kidnapped elderly men by unknown means from their home to train them in combat. Mohamoud Sayid Adam, a Somali parliamentarian in the Gedo region, stated that elders were trained by al-Shabaab to take part in the battles against Somali forces. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, although al-Shabaab was suspected.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was to train the elders for combat.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,6,0,0,Bari,Boosaaso,11.274796,49.179657,"The incident occurred in the area of Yaldho, near Bosaso.","06/25/2011 (Default Date): On Saturday morning, in the area of Yaldho near Bosaso, Puntland, Somalia, two civilians were found beheaded, by the main highway linking Puntland's commercial port of Bosaso to other urban centers in the south. The men were dressed in Puntland military uniforms, although military officials assure that they were not soldiers. One of the civilians was identified as Mahad Mohamud Faraqle. Witnesses stated that the men had been captured by Islamist militants, loyal to Mohamed Said Atom, after heavy fighting in the mountainous Galgala region just outside of Bosaso, about 1500 kilometers north of Mogadishu. The method of killing was consistent with al-Shabaab style murders. No group claimed responsibility, although al-Shabaab is suspected.",0,1,0,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,,Two Somali civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack is unknown.,,Melee,Knife or Other Sharp Object,Knife or Other Sharp Object,Knives were used in the attack.,2,0,0,0,0,,,,
2.01E+11,2011,6,6,0,Banaadir,Mogadishu,2.059819,45.326115,"The incident occurred in Karan district, north Mogadishu.","06/06/2011: On Monday morning, in Mogadishu, Banaadir, Somalia, unidentified militants opened fire with mortars onto the neighborhoods of a sea resort in Karan district, killing 10 civilians, wounding another dozen and causing an unknown amount of property damage. No group claimed responsibility for the attack.",0,1,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Unknown,,The specific motive for the attack is unknown.,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Mortars,10,12,0,0,1,4,Unknown,,The attack caused an unknown amount of property damage.
2.01E+11,2011,6,6,1,Banaadir,Mogadishu,2.059819,45.326115,,"06/06/2011: On Monday, in Mogadishu, Banaadir, Somalia, suspected al-Shabaab militants took hostage10 teenagers from the outskirts of the town by unknown means. They were abducted for playing football, which is outlawed by al-Shabaab because it is rooted in Christianity. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, although al-Shabaab was suspected.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Ten civilian teenagers,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was religious.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,6,12,0,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in Yaqshid district in Mogadishu.,"06/12/2011: On Sunday evening, in Mogadishu, Banaadir, Somalia, suspected al-Shabaab militants opened fire on football teams during a match in the Yaqshid area, killing one woman and wounding three players. Al-Shabaab has banned the playing or watching of the sport due to its Christian origin. No group claimed responsibility for the attack, but al-Shabaab militants are suspected.",0,1,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was religious.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,1,3,0,0,0,,,,
2.01E+11,2011,6,18,0,Banaadir,Mogadishu,2.059819,45.326115,,"06/18/2011: On Saturday, in Mogadishu, Banaadir, Somalia, three unidentified militants armed with pistols fired upon and executed two teenagers, Mohamed Abubakar and Adil Mohamed Hussein, who were accused of spying for the Somalia government. The militant group al-Shabaab claimed responsibility for the attack through a statement given by one of their judges, Sheikh Dahir Ahmed Omar.",0,1,0,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,,Two Somali teenagers,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was the accusation of spying for the Somalia government against the victims.,Personal claim,Firearms,Handgun,Handgun,Pistols were used in the attack.,2,0,0,0,0,,,,
2.01E+11,2011,6,14,1,Galguduud,El Bur,4.684885,46.622807,,"06/14/2011: On Tuesday, in Ceelbuur, Galgudud, Somalia, suspected al-Shabaab militants took at least 10 civilians hostage by unknown means for allegedly committing deeds against the religion of Islam. No casualties were reported and the status of the hostages is unknown. Al-Shabaab claimed responsibility through Sheikh Yusuf Sheikh Isse.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was religious.,Personal claim,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,6,5,1,Baay,Diinsoor,2.405815,42.97707,,"06/05/2011: On Sunday, in Dinsor, Bay, Somalia, unidentified militants took hostage five people by unknown means that had been accused of consuming and trading drugs. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,,Five people accused of allegedly consuming and trading drugs,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack is unknown.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,7,13,1,Hiiraan,Eldher,4.4183,44.8717,,"07/13/2011: On Wednesday, in the Eldher district of Galgudud, Somalia, al-Shabaab members abducted eight individuals by unknown means they accused of being drug users. No casualties were reported and the status of the hostages is unknown. Al-Shabaab claimed responsibility for the attack in a communication to local press.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was religious.,Unknown,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,7,19,1,Shabeellaha Dhexe,Jowhar,2.777264,45.500641,,"07/19/2011: On Tuesday, in several villages near Jawhar, Shabeellaha Dhexe, Somalia, unidentified militants took hostage at least 20 Somali civilians by unknown means that had been accused of breaking Islamic law. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,,Civilians,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was religious.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2011,7,23,1,Shabeellaha Hoose,Afgoye,2.14383,45.118061,"The incident occurred in Lant Buro village, outside of Afgoye.","07/23/2011: On Saturday, in Lant Buro village outside Afgoye, Shabeellaha Hoose, Somalia, in one of two linked attacks, following a fierce fight that erupted between the militants and local herders, suspected al-Shabaab fighters took hostage five men by unknown means and drove off with them to an unknown location. The status of the hostages is unknown, although two were found beheaded on 07/24/2011. Their bodies were dumped in different parts of Afgoye. The method of extraction was unknown. No group claimed responsibility, although al-Shabaab was suspected.",1,1,0,Armed Assault,Private Citizens & Property,Farmer,,Civilian herders,Civilians,Somalia,Al-Shabaab,,The specific motive for the attack was the herders' refusal to give up their animals.,,Melee,Knife or Other Sharp Object,Knife or Other Sharp Object,Unknown weapons and knives were used in the attack.,2,0,0,0,0,,,,
